YYYY,m,d,h,h'Es
2013,2,6,10,125
2013,2,6,11,120
2013,2,6,12,NaN
2013,2,6,13,100
2013,2,6,14,NaN
2013,2,6,15,NaN
2013,2,6,16,NaN
2013,2,6,17,NaN
2013,2,6,18,NaN
2013,2,6,19,NaN
2013,2,6,20,NaN
2013,2,6,21,NaN
2013,2,6,22,NaN
2013,2,6,23,NaN
2013,2,7,0,NaN
2013,2,7,1,NaN
2013,2,7,2,115
2013,2,7,3,110
2013,2,7,4,110
2013,2,7,5,150
2013,2,7,6,100
2013,2,7,7,100
2013,2,7,8,185
2013,2,7,9,160
2013,2,7,10,120
2013,2,7,11,120
2013,2,7,12,110
2013,2,7,13,110
2013,2,7,14,NaN
2013,2,7,15,NaN
2013,2,7,16,NaN
2013,2,7,17,NaN
2013,2,7,18,NaN
2013,2,7,19,NaN
2013,2,7,20,130
2013,2,7,21,NaN
2013,2,7,22,NaN
2013,2,7,23,NaN
2013,2,8,0,NaN
2013,2,8,1,NaN
2013,2,8,2,110
2013,2,8,3,155
2013,2,8,4,165
2013,2,8,5,150
2013,2,8,6,110
2013,2,8,7,125
2013,2,8,8,145
2013,2,8,9,130
2013,2,8,10,155
2013,2,8,11,135
2013,2,8,12,100
2013,2,8,13,100
2013,2,8,14,100
2013,2,8,15,NaN
2013,2,8,16,NaN
2013,2,8,17,NaN
2013,2,8,18,NaN
2013,2,8,19,NaN
2013,2,8,20,100
2013,2,8,21,NaN
2013,2,8,22,NaN
2013,2,8,23,NaN
2013,2,9,0,NaN
2013,2,9,1,NaN
2013,2,9,2,110
2013,2,9,3,160
2013,2,9,4,130
2013,2,9,5,105
2013,2,9,6,105
2013,2,9,7,100
2013,2,9,8,100
2013,2,9,9,160
2013,2,9,10,130
2013,2,9,11,120
2013,2,9,12,NaN
2013,2,9,13,NaN
2013,2,9,14,NaN
2013,2,9,15,NaN
2013,2,9,16,NaN
2013,2,9,17,NaN
2013,2,9,18,NaN
2013,2,9,19,NaN
2013,2,9,20,NaN
2013,2,9,21,NaN
2013,2,9,22,100
2013,2,9,23,NaN
2013,2,10,0,NaN
2013,2,10,1,NaN
2013,2,10,2,110
2013,2,10,3,145
2013,2,10,4,145
2013,2,10,5,190
2013,2,10,6,150
2013,2,10,7,130
2013,2,10,8,160
2013,2,10,9,130
2013,2,10,10,130
2013,2,10,11,130
2013,2,10,12,NaN
2013,2,10,13,NaN
2013,2,10,14,NaN
2013,2,10,15,NaN
2013,2,10,16,NaN
2013,2,10,17,NaN
2013,2,10,18,NaN
2013,2,10,19,NaN
2013,2,10,20,NaN
2013,2,10,21,NaN
2013,2,10,22,NaN
2013,2,10,23,NaN
2013,2,11,0,NaN
2013,2,11,1,NaN
2013,2,11,2,120
2013,2,11,3,160
2013,2,11,4,150
2013,2,11,5,130
2013,2,11,6,110
2013,2,11,7,175
2013,2,11,8,160
2013,2,11,9,110
2013,2,11,10,155
2013,2,11,11,130
2013,2,11,12,110
2013,2,11,13,NaN
2013,2,11,14,NaN
2013,2,11,15,NaN
2013,2,11,16,NaN
2013,2,11,17,NaN
2013,2,11,18,NaN
2013,2,11,19,NaN
2013,2,11,20,NaN
2013,2,11,21,NaN
2013,2,11,22,NaN
2013,2,11,23,NaN
2013,2,12,0,NaN
2013,2,12,1,NaN
2013,2,12,2,120
2013,2,12,3,150
2013,2,12,4,110
2013,2,12,5,135
2013,2,12,6,105
2013,2,12,7,150
2013,2,12,8,130
2013,2,12,9,110
2013,2,12,10,150
2013,2,12,11,125
2013,2,12,12,115
2013,2,12,13,NaN
2013,2,12,14,NaN
2013,2,12,15,NaN
2013,2,12,16,NaN
2013,2,12,17,NaN
2013,2,12,18,105
2013,2,12,19,105
2013,2,12,20,NaN
2013,2,12,21,NaN
2013,2,12,22,NaN
2013,2,12,23,NaN
2013,2,13,0,NaN
2013,2,13,1,NaN
2013,2,13,2,170
2013,2,13,3,150
2013,2,13,4,125
2013,2,13,5,105
2013,2,13,6,165
2013,2,13,7,150
2013,2,13,8,140
2013,2,13,9,185
2013,2,13,10,145
2013,2,13,11,120
2013,2,13,12,115
2013,2,13,13,NaN
2013,2,13,14,NaN
2013,2,13,15,NaN
2013,2,13,16,NaN
2013,2,13,17,NaN
2013,2,13,18,NaN
2013,2,13,19,NaN
2013,2,13,20,NaN
2013,2,13,21,NaN
2013,2,13,22,NaN
2013,2,13,23,NaN
2013,2,14,0,NaN
2013,2,14,1,NaN
2013,2,14,2,110
2013,2,14,3,110
2013,2,14,4,185
2013,2,14,5,105
2013,2,14,6,105
2013,2,14,7,105
2013,2,14,8,100
2013,2,14,9,100
2013,2,14,10,170
2013,2,14,11,180
2013,2,14,12,NaN
2013,2,14,13,NaN
2013,2,14,14,NaN
2013,2,14,15,NaN
2013,2,14,16,NaN
2013,2,14,17,NaN
2013,2,14,18,NaN
2013,2,14,19,100
2013,2,14,20,NaN
2013,2,14,21,NaN
2013,2,14,22,NaN
2013,2,14,23,NaN
2013,2,15,0,NaN
2013,2,15,1,NaN
2013,2,15,2,170
2013,2,15,3,110
2013,2,15,4,105
2013,2,15,5,130
2013,2,15,6,170
2013,2,15,7,100
2013,2,15,8,170
2013,2,15,9,130
2013,2,15,10,165
2013,2,15,11,170
2013,2,15,12,NaN
2013,2,15,13,NaN
2013,2,15,14,NaN
2013,2,15,15,NaN
2013,2,15,16,NaN
2013,2,15,17,NaN
2013,2,15,18,NaN
2013,2,15,19,NaN
2013,2,15,20,100
2013,2,15,21,NaN
2013,2,15,22,NaN
2013,2,15,23,NaN
2013,2,16,0,NaN
2013,2,16,1,NaN
2013,2,16,2,120
2013,2,16,3,180
2013,2,16,4,150
2013,2,16,5,150
2013,2,16,6,130
2013,2,16,7,185
2013,2,16,8,150
2013,2,16,9,145
2013,2,16,10,100
2013,2,16,11,140
2013,2,16,12,115
2013,2,16,13,NaN
2013,2,16,14,NaN
2013,2,16,15,NaN
2013,2,16,16,NaN
2013,2,16,17,NaN
2013,2,16,18,NaN
2013,2,16,19,NaN
2013,2,16,20,NaN
2013,2,16,21,NaN
2013,2,16,22,NaN
2013,2,16,23,NaN
2013,2,17,0,NaN
2013,2,17,1,NaN
2013,2,17,2,155
2013,2,17,3,115
2013,2,17,4,110
2013,2,17,5,115
2013,2,17,6,110
2013,2,17,7,130
2013,2,17,8,155
2013,2,17,9,180
2013,2,17,10,140
2013,2,17,11,NaN
2013,2,17,12,120
2013,2,17,13,115
2013,2,17,14,NaN
2013,2,17,15,NaN
2013,2,17,16,NaN
2013,2,17,17,NaN
2013,2,17,18,NaN
2013,2,17,19,NaN
2013,2,17,20,NaN
2013,2,17,21,NaN
2013,2,17,22,120
2013,2,17,23,NaN
2013,2,18,0,NaN
2013,2,18,1,NaN
2013,2,18,2,130
2013,2,18,3,170
2013,2,18,4,130
2013,2,18,5,115
2013,2,18,6,130
2013,2,18,7,105
2013,2,18,8,140
2013,2,18,9,105
2013,2,18,10,190
2013,2,18,11,170
2013,2,18,12,NaN
2013,2,18,13,NaN
2013,2,18,14,NaN
2013,2,18,15,NaN
2013,2,18,16,NaN
2013,2,18,17,NaN
2013,2,18,18,100
2013,2,18,19,100
2013,2,18,20,NaN
2013,2,18,21,NaN
2013,2,18,22,NaN
2013,2,18,23,NaN
2013,2,19,0,NaN
2013,2,19,1,NaN
2013,2,19,2,110
2013,2,19,3,105
2013,2,19,4,185
2013,2,19,5,190
2013,2,19,6,135
2013,2,19,7,145
2013,2,19,8,160
2013,2,19,9,130
2013,2,19,10,130
2013,2,19,11,140
2013,2,19,12,100
2013,2,19,13,NaN
2013,2,19,14,NaN
2013,2,19,15,NaN
2013,2,19,16,NaN
2013,2,19,17,NaN
2013,2,19,18,NaN
2013,2,19,19,NaN
2013,2,19,20,NaN
2013,2,19,21,NaN
2013,2,19,22,NaN
2013,2,19,23,NaN
2013,2,20,0,NaN
2013,2,20,1,NaN
2013,2,20,2,150
2013,2,20,3,150
2013,2,20,4,130
2013,2,20,5,160
2013,2,20,6,105
2013,2,20,7,100
2013,2,20,8,140
2013,2,20,9,125
2013,2,20,10,185
2013,2,20,11,165
2013,2,20,12,125
2013,2,20,13,NaN
2013,2,20,14,NaN
2013,2,20,15,NaN
2013,2,20,16,NaN
2013,2,20,17,NaN
2013,2,20,18,100
2013,2,20,19,NaN
2013,2,20,20,NaN
2013,2,20,21,NaN
2013,2,20,22,NaN
2013,2,20,23,NaN
2013,2,21,0,NaN
2013,2,21,1,NaN
2013,2,21,2,110
2013,2,21,3,115
2013,2,21,4,105
2013,2,21,5,105
2013,2,21,6,100
2013,2,21,7,125
2013,2,21,8,150
2013,2,21,9,100
2013,2,21,10,100
2013,2,21,11,145
2013,2,21,12,NaN
2013,2,21,13,NaN
2013,2,21,14,NaN
2013,2,21,15,NaN
2013,2,21,16,NaN
2013,2,21,17,NaN
2013,2,21,18,NaN
2013,2,21,19,NaN
2013,2,21,20,NaN
2013,2,21,21,NaN
2013,2,21,22,NaN
2013,2,21,23,NaN
2013,2,22,0,NaN
2013,2,22,1,NaN
2013,2,22,2,135
2013,2,22,3,110
2013,2,22,4,110
2013,2,22,5,145
2013,2,22,6,NaN
2013,2,22,7,105
2013,2,22,8,135
2013,2,22,9,145
2013,2,22,10,140
2013,2,22,11,165
2013,2,22,12,170
2013,2,22,13,NaN
2013,2,22,14,NaN
2013,2,22,15,NaN
2013,2,22,16,NaN
2013,2,22,17,NaN
2013,2,22,18,NaN
2013,2,22,19,NaN
2013,2,22,20,NaN
2013,2,22,21,NaN
2013,2,22,22,NaN
2013,2,22,23,NaN
2013,2,23,0,NaN
2013,2,23,1,NaN
2013,2,23,2,185
2013,2,23,3,110
2013,2,23,4,110
2013,2,23,5,110
2013,2,23,6,110
2013,2,23,7,130
2013,2,23,8,140
2013,2,23,9,115
2013,2,23,10,170
2013,2,23,11,155
2013,2,23,12,120
2013,2,23,13,NaN
2013,2,23,14,100
2013,2,23,15,100
2013,2,23,16,100
2013,2,23,17,NaN
2013,2,23,18,NaN
2013,2,23,19,NaN
2013,2,23,20,NaN
2013,2,23,21,NaN
2013,2,23,22,NaN
2013,2,23,23,NaN
2013,2,24,0,NaN
2013,2,24,1,110
2013,2,24,2,120
2013,2,24,3,100
2013,2,24,4,110
2013,2,24,5,110
2013,2,24,6,180
2013,2,24,7,150
2013,2,24,8,150
2013,2,24,9,145
2013,2,24,10,100
2013,2,24,11,165
2013,2,24,12,145
2013,2,24,13,NaN
2013,2,24,14,NaN
2013,2,24,15,NaN
2013,2,24,16,NaN
2013,2,24,17,NaN
2013,2,24,18,105
2013,2,24,19,105
2013,2,24,20,100
2013,2,24,21,NaN
2013,2,24,22,NaN
2013,2,24,23,NaN
2013,2,25,0,NaN
2013,2,25,1,NaN
2013,2,25,2,180
2013,2,25,3,170
2013,2,25,4,110
2013,2,25,5,110
2013,2,25,6,175
2013,2,25,7,135
2013,2,25,8,180
2013,2,25,9,165
2013,2,25,10,130
2013,2,25,11,135
2013,2,25,12,160
2013,2,25,13,NaN
2013,2,25,14,NaN
2013,2,25,15,NaN
2013,2,25,16,NaN
2013,2,25,17,NaN
2013,2,25,18,NaN
2013,2,25,19,NaN
2013,2,25,20,NaN
2013,2,25,21,NaN
2013,2,25,22,NaN
2013,2,25,23,NaN
2013,2,26,0,NaN
2013,2,26,1,NaN
2013,2,26,2,170
2013,2,26,3,120
2013,2,26,4,110
2013,2,26,5,105
2013,2,26,6,120
2013,2,26,7,105
2013,2,26,8,105
2013,2,26,9,110
2013,2,26,10,155
2013,2,26,11,150
2013,2,26,12,100
2013,2,26,13,NaN
2013,2,26,14,NaN
2013,2,26,15,NaN
2013,2,26,16,NaN
2013,2,26,17,NaN
2013,2,26,18,NaN
2013,2,26,19,NaN
2013,2,26,20,NaN
2013,2,26,21,100
2013,2,26,22,NaN
2013,2,26,23,NaN
2013,2,27,0,NaN
2013,2,27,1,NaN
2013,2,27,2,120
2013,2,27,3,125
2013,2,27,4,165
2013,2,27,5,130
2013,2,27,6,105
2013,2,27,7,180
2013,2,27,8,145
2013,2,27,9,100
2013,2,27,10,145
2013,2,27,11,145
2013,2,27,12,NaN
2013,2,27,13,NaN
2013,2,27,14,NaN
2013,2,27,15,NaN
2013,2,27,16,NaN
2013,2,27,17,NaN
2013,2,27,18,NaN
2013,2,27,19,NaN
2013,2,27,20,NaN
2013,2,27,21,NaN
2013,2,27,22,NaN
2013,2,27,23,NaN
2013,2,28,0,NaN
2013,2,28,1,NaN
2013,2,28,2,185
2013,2,28,3,165
2013,2,28,4,130
2013,2,28,5,110
2013,2,28,6,125
2013,2,28,7,100
2013,2,28,8,100
2013,2,28,9,105
2013,2,28,10,180
2013,2,28,11,130
2013,2,28,12,NaN
2013,2,28,13,NaN
2013,2,28,14,NaN
2013,2,28,15,NaN
2013,2,28,16,NaN
2013,2,28,17,NaN
2013,2,28,18,NaN
2013,2,28,19,NaN
2013,2,28,20,NaN
2013,2,28,21,NaN
2013,2,28,22,NaN
2013,2,28,23,NaN
2013,3,1,0,NaN
2013,3,1,1,NaN
2013,3,1,2,115
2013,3,1,3,150
2013,3,1,4,120
2013,3,1,5,155
2013,3,1,6,110
2013,3,1,7,125
2013,3,1,8,115
2013,3,1,9,110
2013,3,1,10,150
2013,3,1,11,130
2013,3,1,12,120
2013,3,1,13,NaN
2013,3,1,14,120
2013,3,1,15,125
2013,3,1,16,115
2013,3,1,17,105
2013,3,1,18,110
2013,3,1,19,NaN
2013,3,1,20,100
2013,3,1,21,NaN
2013,3,1,22,NaN
2013,3,1,23,NaN
2013,3,2,0,NaN
2013,3,2,1,NaN
2013,3,2,2,110
2013,3,2,3,130
2013,3,2,4,140
2013,3,2,5,190
2013,3,2,6,110
2013,3,2,7,110
2013,3,2,8,110
2013,3,2,9,175
2013,3,2,10,170
2013,3,2,11,155
2013,3,2,12,150
2013,3,2,13,NaN
2013,3,2,14,NaN
2013,3,2,15,NaN
2013,3,2,16,NaN
2013,3,2,17,NaN
2013,3,2,18,NaN
2013,3,2,19,NaN
2013,3,2,20,NaN
2013,3,2,21,NaN
2013,3,2,22,NaN
2013,3,2,23,NaN
2013,3,3,0,NaN
2013,3,3,1,125
2013,3,3,2,150
2013,3,3,3,130
2013,3,3,4,125
2013,3,3,5,125
2013,3,3,6,100
2013,3,3,7,100
2013,3,3,8,100
2013,3,3,9,125
2013,3,3,10,140
2013,3,3,11,160
2013,3,3,12,NaN
2013,3,3,13,NaN
2013,3,3,14,NaN
2013,3,3,15,NaN
2013,3,3,16,NaN
2013,3,3,17,NaN
2013,3,3,18,NaN
2013,3,3,19,NaN
2013,3,3,20,NaN
2013,3,3,21,NaN
2013,3,3,22,NaN
2013,3,3,23,NaN
2013,3,4,0,NaN
2013,3,4,1,NaN
2013,3,4,2,140
2013,3,4,3,170
2013,3,4,4,140
2013,3,4,5,115
2013,3,4,6,110
2013,3,4,7,110
2013,3,4,8,105
2013,3,4,9,100
2013,3,4,10,185
2013,3,4,11,170
2013,3,4,12,100
2013,3,4,13,NaN
2013,3,4,14,NaN
2013,3,4,15,NaN
2013,3,4,16,NaN
2013,3,4,17,110
2013,3,4,18,110
2013,3,4,19,NaN
2013,3,4,20,105
2013,3,4,21,NaN
2013,3,4,22,NaN
2013,3,4,23,NaN
2013,3,5,0,NaN
2013,3,5,1,NaN
2013,3,5,2,170
2013,3,5,3,165
2013,3,5,4,105
2013,3,5,5,125
2013,3,5,6,105
2013,3,5,7,105
2013,3,5,8,120
2013,3,5,9,180
2013,3,5,10,120
2013,3,5,11,180
2013,3,5,12,125
2013,3,5,13,100
2013,3,5,14,NaN
2013,3,5,15,NaN
2013,3,5,16,NaN
2013,3,5,17,NaN
2013,3,5,18,NaN
2013,3,5,19,NaN
2013,3,5,20,NaN
2013,3,5,21,NaN
2013,3,5,22,NaN
2013,3,5,23,NaN
2013,3,6,0,NaN
2013,3,6,1,NaN
2013,3,6,2,160
2013,3,6,3,125
2013,3,6,4,120
2013,3,6,5,120
2013,3,6,6,125
2013,3,6,7,140
2013,3,6,8,130
2013,3,6,9,110
2013,3,6,10,180
2013,3,6,11,150
2013,3,6,12,NaN
2013,3,6,13,NaN
2013,3,6,14,NaN
2013,3,6,15,NaN
2013,3,6,16,NaN
2013,3,6,17,NaN
2013,3,6,18,NaN
2013,3,6,19,NaN
2013,3,6,20,NaN
2013,3,6,21,NaN
2013,3,6,22,NaN
2013,3,6,23,NaN
2013,3,7,0,NaN
2013,3,7,1,160
2013,3,7,2,180
2013,3,7,3,165
2013,3,7,4,170
2013,3,7,5,130
2013,3,7,6,190
2013,3,7,7,175
2013,3,7,8,125
2013,3,7,9,125
2013,3,7,10,180
2013,3,7,11,135
2013,3,7,12,140
2013,3,7,13,100
2013,3,7,14,NaN
2013,3,7,15,NaN
2013,3,7,16,NaN
2013,3,7,17,NaN
2013,3,7,18,NaN
2013,3,7,19,NaN
2013,3,7,20,NaN
2013,3,7,21,NaN
2013,3,7,22,NaN
2013,3,7,23,NaN
2013,3,8,0,NaN
2013,3,8,1,150
2013,3,8,2,150
2013,3,8,3,135
2013,3,8,4,130
2013,3,8,5,130
2013,3,8,6,175
2013,3,8,7,160
2013,3,8,8,105
2013,3,8,9,130
2013,3,8,10,NaN
2013,3,8,11,NaN
2013,3,8,12,170
2013,3,8,13,110
2013,3,8,14,100
2013,3,8,15,NaN
2013,3,8,16,NaN
2013,3,8,17,NaN
2013,3,8,18,NaN
2013,3,8,19,NaN
2013,3,8,20,NaN
2013,3,8,21,NaN
2013,3,8,22,NaN
2013,3,8,23,NaN
2013,3,9,0,NaN
2013,3,9,1,140
2013,3,9,2,115
2013,3,9,3,160
2013,3,9,4,130
2013,3,9,5,115
2013,3,9,6,130
2013,3,9,7,190
2013,3,9,8,140
2013,3,9,9,NaN
2013,3,9,10,NaN
2013,3,9,11,160
2013,3,9,12,100
2013,3,9,13,NaN
2013,3,9,14,NaN
2013,3,9,15,NaN
2013,3,9,16,NaN
2013,3,9,17,NaN
2013,3,9,18,NaN
2013,3,9,19,NaN
2013,3,9,20,NaN
2013,3,9,21,NaN
2013,3,9,22,NaN
2013,3,9,23,NaN
2013,3,10,0,NaN
2013,3,10,1,180
2013,3,10,2,120
2013,3,10,3,125
2013,3,10,4,125
2013,3,10,5,180
2013,3,10,6,115
2013,3,10,7,100
2013,3,10,8,110
2013,3,10,9,110
2013,3,10,10,150
2013,3,10,11,155
2013,3,10,12,160
2013,3,10,13,100
2013,3,10,14,NaN
2013,3,10,15,NaN
2013,3,10,16,NaN
2013,3,10,17,NaN
2013,3,10,18,NaN
2013,3,10,19,NaN
2013,3,10,20,NaN
2013,3,10,21,NaN
2013,3,10,22,NaN
2013,3,10,23,NaN
2013,3,11,0,NaN
2013,3,11,1,170
2013,3,11,2,110
2013,3,11,3,170
2013,3,11,4,130
2013,3,11,5,120
2013,3,11,6,130
2013,3,11,7,105
2013,3,11,8,105
2013,3,11,9,105
2013,3,11,10,110
2013,3,11,11,160
2013,3,11,12,130
2013,3,11,13,NaN
2013,3,11,14,NaN
2013,3,11,15,NaN
2013,3,11,16,NaN
2013,3,11,17,NaN
2013,3,11,18,NaN
2013,3,11,19,NaN
2013,3,11,20,NaN
2013,3,11,21,NaN
2013,3,11,22,NaN
2013,3,11,23,NaN
2013,3,12,0,NaN
2013,3,12,1,165
2013,3,12,2,125
2013,3,12,3,115
2013,3,12,4,125
2013,3,12,5,125
2013,3,12,6,130
2013,3,12,7,155
2013,3,12,8,120
2013,3,12,9,120
2013,3,12,10,130
2013,3,12,11,125
2013,3,12,12,135
2013,3,12,13,NaN
2013,3,12,14,NaN
2013,3,12,15,NaN
2013,3,12,16,NaN
2013,3,12,17,NaN
2013,3,12,18,NaN
2013,3,12,19,NaN
2013,3,12,20,NaN
2013,3,12,21,NaN
2013,3,12,22,NaN
2013,3,12,23,NaN
2013,3,13,0,NaN
2013,3,13,1,165
2013,3,13,2,120
2013,3,13,3,175
2013,3,13,4,140
2013,3,13,5,120
2013,3,13,6,130
2013,3,13,7,105
2013,3,13,8,115
2013,3,13,9,120
2013,3,13,10,135
2013,3,13,11,145
2013,3,13,12,195
2013,3,13,13,NaN
2013,3,13,14,NaN
2013,3,13,15,NaN
2013,3,13,16,NaN
2013,3,13,17,NaN
2013,3,13,18,NaN
2013,3,13,19,NaN
2013,3,13,20,NaN
2013,3,13,21,NaN
2013,3,13,22,NaN
2013,3,13,23,NaN
2013,3,14,0,NaN
2013,3,14,1,170
2013,3,14,2,160
2013,3,14,3,170
2013,3,14,4,120
2013,3,14,5,125
2013,3,14,6,130
2013,3,14,7,105
2013,3,14,8,180
2013,3,14,9,165
2013,3,14,10,140
2013,3,14,11,130
2013,3,14,12,175
2013,3,14,13,NaN
2013,3,14,14,NaN
2013,3,14,15,NaN
2013,3,14,16,NaN
2013,3,14,17,NaN
2013,3,14,18,NaN
2013,3,14,19,NaN
2013,3,14,20,NaN
2013,3,14,21,NaN
2013,3,14,22,NaN
2013,3,14,23,NaN
2013,3,15,0,NaN
2013,3,15,1,150
2013,3,15,2,180
2013,3,15,3,130
2013,3,15,4,130
2013,3,15,5,130
2013,3,15,6,100
2013,3,15,7,135
2013,3,15,8,115
2013,3,15,9,130
2013,3,15,10,105
2013,3,15,11,135
2013,3,15,12,175
2013,3,15,13,NaN
2013,3,15,14,NaN
2013,3,15,15,NaN
2013,3,15,16,NaN
2013,3,15,17,NaN
2013,3,15,18,NaN
2013,3,15,19,NaN
2013,3,15,20,NaN
2013,3,15,21,NaN
2013,3,15,22,NaN
2013,3,15,23,NaN
2013,3,16,0,NaN
2013,3,16,1,120
2013,3,16,2,125
2013,3,16,3,120
2013,3,16,4,175
2013,3,16,5,130
2013,3,16,6,130
2013,3,16,7,185
2013,3,16,8,140
2013,3,16,9,130
2013,3,16,10,105
2013,3,16,11,125
2013,3,16,12,140
2013,3,16,13,NaN
2013,3,16,14,NaN
2013,3,16,15,NaN
2013,3,16,16,NaN
2013,3,16,17,NaN
2013,3,16,18,NaN
2013,3,16,19,NaN
2013,3,16,20,NaN
2013,3,16,21,NaN
2013,3,16,22,NaN
2013,3,16,23,NaN
2013,3,17,0,NaN
2013,3,17,1,130
2013,3,17,2,120
2013,3,17,3,140
2013,3,17,4,105
2013,3,17,5,125
2013,3,17,6,125
2013,3,17,7,135
2013,3,17,8,105
2013,3,17,9,160
2013,3,17,10,160
2013,3,17,11,115
2013,3,17,12,130
2013,3,17,13,NaN
2013,3,17,14,NaN
2013,3,17,15,NaN
2013,3,17,16,115
2013,3,17,17,110
2013,3,17,18,NaN
2013,3,17,19,140
2013,3,17,20,165
2013,3,17,21,165
2013,3,17,22,170
2013,3,17,23,160
2013,3,18,0,NaN
2013,3,18,1,170
2013,3,18,2,150
2013,3,18,3,105
2013,3,18,4,115
2013,3,18,5,110
2013,3,18,6,180
2013,3,18,7,160
2013,3,18,8,100
2013,3,18,9,125
2013,3,18,10,135
2013,3,18,11,155
2013,3,18,12,150
2013,3,18,13,135
2013,3,18,14,NaN
2013,3,18,15,NaN
2013,3,18,16,NaN
2013,3,18,17,NaN
2013,3,18,18,NaN
2013,3,18,19,NaN
2013,3,18,20,NaN
2013,3,18,21,NaN
2013,3,18,22,NaN
2013,3,18,23,NaN
2013,3,19,0,NaN
2013,3,19,1,140
2013,3,19,2,145
2013,3,19,3,100
2013,3,19,4,140
2013,3,19,5,120
2013,3,19,6,115
2013,3,19,7,120
2013,3,19,8,120
2013,3,19,9,120
2013,3,19,10,100
2013,3,19,11,185
2013,3,19,12,150
2013,3,19,13,NaN
2013,3,19,14,NaN
2013,3,19,15,NaN
2013,3,19,16,NaN
2013,3,19,17,NaN
2013,3,19,18,NaN
2013,3,19,19,NaN
2013,3,19,20,NaN
2013,3,19,21,NaN
2013,3,19,22,NaN
2013,3,19,23,NaN
2013,3,20,0,NaN
2013,3,20,1,140
2013,3,20,2,110
2013,3,20,3,140
2013,3,20,4,135
2013,3,20,5,125
2013,3,20,6,120
2013,3,20,7,125
2013,3,20,8,183
2013,3,20,9,175
2013,3,20,10,185
2013,3,20,11,100
2013,3,20,12,150
2013,3,20,13,NaN
2013,3,20,14,NaN
2013,3,20,15,NaN
2013,3,20,16,NaN
2013,3,20,17,110
2013,3,20,18,NaN
2013,3,20,19,NaN
2013,3,20,20,NaN
2013,3,20,21,NaN
2013,3,20,22,NaN
2013,3,20,23,NaN
2013,3,21,0,NaN
2013,3,21,1,120
2013,3,21,2,130
2013,3,21,3,105
2013,3,21,4,115
2013,3,21,5,105
2013,3,21,6,105
2013,3,21,7,105
2013,3,21,8,105
2013,3,21,9,135
2013,3,21,10,120
2013,3,21,11,130
2013,3,21,12,175
2013,3,21,13,NaN
2013,3,21,14,NaN
2013,3,21,15,NaN
2013,3,21,16,NaN
2013,3,21,17,NaN
2013,3,21,18,105
2013,3,21,19,NaN
2013,3,21,20,105
2013,3,21,21,NaN
2013,3,21,22,105
2013,3,21,23,105
2013,3,22,0,100
2013,3,22,1,140
2013,3,22,2,125
2013,3,22,3,120
2013,3,22,4,120
2013,3,22,5,105
2013,3,22,6,105
2013,3,22,7,130
2013,3,22,8,140
2013,3,22,9,125
2013,3,22,10,140
2013,3,22,11,135
2013,3,22,12,145
2013,3,22,13,120
2013,3,22,14,NaN
2013,3,22,15,NaN
2013,3,22,16,110
2013,3,22,17,NaN
2013,3,22,18,105
2013,3,22,19,105
2013,3,22,20,105
2013,3,22,21,NaN
2013,3,22,22,NaN
2013,3,22,23,NaN
2013,3,23,0,NaN
2013,3,23,1,145
2013,3,23,2,160
2013,3,23,3,120
2013,3,23,4,115
2013,3,23,5,110
2013,3,23,6,120
2013,3,23,7,105
2013,3,23,8,120
2013,3,23,9,120
2013,3,23,10,135
2013,3,23,11,120
2013,3,23,12,135
2013,3,23,13,125
2013,3,23,14,NaN
2013,3,23,15,110
2013,3,23,16,110
2013,3,23,17,110
2013,3,23,18,110
2013,3,23,19,NaN
2013,3,23,20,NaN
2013,3,23,21,NaN
2013,3,23,22,NaN
2013,3,23,23,NaN
2013,3,24,0,120
2013,3,24,1,135
2013,3,24,2,125
2013,3,24,3,115
2013,3,24,4,125
2013,3,24,5,120
2013,3,24,6,125
2013,3,24,7,120
2013,3,24,8,130
2013,3,24,9,130
2013,3,24,10,150
2013,3,24,11,130
2013,3,24,12,140
2013,3,24,13,120
2013,3,24,14,115
2013,3,24,15,NaN
2013,3,24,16,NaN
2013,3,24,17,110
2013,3,24,18,105
2013,3,24,19,105
2013,3,24,20,105
2013,3,24,21,NaN
2013,3,24,22,NaN
2013,3,24,23,115
2013,3,25,0,100
2013,3,25,1,125
2013,3,25,2,110
2013,3,25,3,180
2013,3,25,4,105
2013,3,25,5,110
2013,3,25,6,115
2013,3,25,7,110
2013,3,25,8,105
2013,3,25,9,165
2013,3,25,10,130
2013,3,25,11,160
2013,3,25,12,135
2013,3,25,13,NaN
2013,3,25,14,NaN
2013,3,25,15,NaN
2013,3,25,16,NaN
2013,3,25,17,NaN
2013,3,25,18,NaN
2013,3,25,19,NaN
2013,3,25,20,NaN
2013,3,25,21,NaN
2013,3,25,22,NaN
2013,3,25,23,NaN
2013,3,26,0,NaN
2013,3,26,1,140
2013,3,26,2,180
2013,3,26,3,105
2013,3,26,4,105
2013,3,26,5,100
2013,3,26,6,165
2013,3,26,7,110
2013,3,26,8,130
2013,3,26,9,100
2013,3,26,10,145
2013,3,26,11,150
2013,3,26,12,150
2013,3,26,13,NaN
2013,3,26,14,NaN
2013,3,26,15,NaN
2013,3,26,16,NaN
2013,3,26,17,NaN
2013,3,26,18,NaN
2013,3,26,19,NaN
2013,3,26,20,NaN
2013,3,26,21,NaN
2013,3,26,22,NaN
2013,3,26,23,NaN
2013,3,27,0,NaN
2013,3,27,1,130
2013,3,27,2,135
