YYYY,m,d,h,h'Es
2007,9,8,9,100
2007,9,8,10,105
2007,9,8,11,105
2007,9,8,12,125
2007,9,8,13,115
2007,9,8,14,110
2007,9,8,15,110
2007,9,8,16,100
2007,9,8,17,100
2007,9,8,18,100
2007,9,8,19,100
2007,9,8,20,100
2007,9,8,21,NaN
2007,9,8,22,115
2007,9,8,23,NaN
2007,9,9,0,105
2007,9,9,1,100
2007,9,9,2,100
2007,9,9,3,100
2007,9,9,4,100
2007,9,9,5,100
2007,9,9,6,120
2007,9,9,7,110
2007,9,9,8,100
2007,9,9,9,100
2007,9,9,10,150
2007,9,9,11,120
2007,9,9,12,120
2007,9,9,13,110
2007,9,9,14,105
2007,9,9,15,105
2007,9,9,16,105
2007,9,9,17,100
2007,9,9,18,NaN
2007,9,9,19,100
2007,9,9,20,100
2007,9,9,21,100
2007,9,9,22,100
2007,9,9,23,100
2007,9,10,0,100
2007,9,10,1,125
2007,9,10,2,125
2007,9,10,3,100
2007,9,10,4,100
2007,9,10,5,100
2007,9,10,6,100
2007,9,10,7,100
2007,9,10,8,100
2007,9,10,9,100
2007,9,10,10,105
2007,9,10,11,100
2007,9,10,12,125
2007,9,10,13,NaN
2007,9,10,14,NaN
2007,9,10,15,110
2007,9,10,16,105
2007,9,10,17,105
2007,9,10,18,105
2007,9,10,19,100
2007,9,10,20,NaN
2007,9,10,21,NaN
2007,9,10,22,NaN
2007,9,10,23,100
2007,9,11,0,130
2007,9,11,1,120
2007,9,11,2,135
2007,9,11,3,150
2007,9,11,4,140
2007,9,11,5,105
2007,9,11,6,115
2007,9,11,7,140
2007,9,11,8,100
2007,9,11,9,110
2007,9,11,10,115
2007,9,11,11,125
2007,9,11,12,140
2007,9,11,13,NaN
2007,9,11,14,NaN
2007,9,11,15,NaN
2007,9,11,16,100
2007,9,11,17,100
2007,9,11,18,100
2007,9,11,19,100
2007,9,11,20,100
2007,9,11,21,100
2007,9,11,22,100
2007,9,11,23,NaN
2007,9,12,0,NaN
2007,9,12,1,125
2007,9,12,2,125
2007,9,12,3,120
2007,9,12,4,115
2007,9,12,5,120
2007,9,12,6,100
2007,9,12,7,115
2007,9,12,8,100
2007,9,12,9,100
2007,9,12,10,140
2007,9,12,11,100
2007,9,12,12,130
2007,9,12,13,115
2007,9,12,14,100
2007,9,12,15,110
2007,9,12,16,NaN
2007,9,12,17,NaN
2007,9,12,18,NaN
2007,9,12,19,100
2007,9,12,20,NaN
2007,9,12,21,NaN
2007,9,12,22,100
2007,9,12,23,NaN
2007,9,13,0,NaN
2007,9,13,1,130
2007,9,13,2,120
2007,9,13,3,110
2007,9,13,4,110
2007,9,13,5,100
2007,9,13,6,115
2007,9,13,7,100
2007,9,13,8,100
2007,9,13,9,100
2007,9,13,10,100
2007,9,13,11,100
2007,9,13,12,110
2007,9,13,13,NaN
2007,9,13,14,NaN
2007,9,13,15,NaN
2007,9,13,16,NaN
2007,9,13,17,NaN
2007,9,13,18,NaN
2007,9,13,19,NaN
2007,9,13,20,NaN
2007,9,13,21,100
2007,9,13,22,100
2007,9,13,23,NaN
2007,9,14,0,NaN
2007,9,14,1,120
2007,9,14,2,115
2007,9,14,3,110
2007,9,14,4,130
2007,9,14,5,135
2007,9,14,6,110
2007,9,14,7,110
2007,9,14,8,115
2007,9,14,9,120
2007,9,14,10,110
2007,9,14,11,115
2007,9,14,12,120
2007,9,14,13,NaN
2007,9,14,14,NaN
2007,9,14,15,NaN
2007,9,14,16,100
2007,9,14,17,NaN
2007,9,14,18,NaN
2007,9,14,19,NaN
2007,9,14,20,NaN
2007,9,14,21,100
2007,9,14,22,NaN
2007,9,14,23,NaN
2007,9,15,0,NaN
2007,9,15,1,120
2007,9,15,2,145
2007,9,15,3,145
2007,9,15,4,110
2007,9,15,5,115
2007,9,15,6,115
2007,9,15,7,110
2007,9,15,8,110
2007,9,15,9,110
2007,9,15,10,100
2007,9,15,11,100
2007,9,15,12,145
2007,9,15,13,NaN
2007,9,15,14,100
2007,9,15,15,100
2007,9,15,16,100
2007,9,15,17,100
2007,9,15,18,100
2007,9,15,19,NaN
2007,9,15,20,NaN
2007,9,15,21,NaN
2007,9,15,22,100
2007,9,15,23,100
2007,9,16,0,100
2007,9,16,1,115
2007,9,16,2,110
2007,9,16,3,120
2007,9,16,4,110
2007,9,16,5,135
2007,9,16,6,110
2007,9,16,7,100
2007,9,16,8,100
2007,9,16,9,100
2007,9,16,10,100
2007,9,16,11,100
2007,9,16,12,100
2007,9,16,13,100
2007,9,16,14,100
2007,9,16,15,NaN
2007,9,16,16,100
2007,9,16,17,105
2007,9,16,18,100
2007,9,16,19,100
2007,9,16,20,100
2007,9,16,21,NaN
2007,9,16,22,110
2007,9,16,23,NaN
2007,9,17,0,NaN
2007,9,17,1,130
2007,9,17,2,120
2007,9,17,3,105
2007,9,17,4,NaN
2007,9,17,5,NaN
2007,9,17,6,135
2007,9,17,7,125
2007,9,17,8,125
2007,9,17,9,120
2007,9,17,10,160
2007,9,17,11,110
2007,9,17,12,140
2007,9,17,13,120
2007,9,17,14,NaN
2007,9,17,15,NaN
2007,9,17,16,110
2007,9,17,17,105
2007,9,17,18,NaN
2007,9,17,19,NaN
2007,9,17,20,NaN
2007,9,17,21,NaN
2007,9,17,22,NaN
2007,9,17,23,NaN
2007,9,18,0,105
2007,9,18,1,100
2007,9,18,2,100
2007,9,18,3,100
2007,9,18,4,100
2007,9,18,5,110
2007,9,18,6,100
2007,9,18,7,125
2007,9,18,8,100
2007,9,18,9,100
2007,9,18,10,100
2007,9,18,11,100
2007,9,18,12,100
2007,9,18,13,100
2007,9,18,14,100
2007,9,18,15,100
2007,9,18,16,NaN
2007,9,18,17,NaN
2007,9,18,18,NaN
2007,9,18,19,NaN
2007,9,18,20,NaN
2007,9,18,21,NaN
2007,9,18,22,NaN
2007,9,18,23,NaN
2007,9,19,0,100
2007,9,19,1,115
2007,9,19,2,125
2007,9,19,3,120
2007,9,19,4,120
2007,9,19,5,120
2007,9,19,6,110
2007,9,19,7,110
2007,9,19,8,110
2007,9,19,9,110
2007,9,19,10,105
2007,9,19,11,135
2007,9,19,12,140
2007,9,19,13,NaN
2007,9,19,14,NaN
2007,9,19,15,100
2007,9,19,16,100
2007,9,19,17,100
2007,9,19,18,105
2007,9,19,19,100
2007,9,19,20,NaN
2007,9,19,21,105
2007,9,19,22,100
2007,9,19,23,100
2007,9,20,0,100
2007,9,20,1,100
2007,9,20,2,100
2007,9,20,3,100
2007,9,20,4,105
2007,9,20,5,140
2007,9,20,6,130
2007,9,20,7,100
2007,9,20,8,150
2007,9,20,9,130
2007,9,20,10,125
2007,9,20,11,120
2007,9,20,12,110
2007,9,20,13,100
2007,9,20,14,105
2007,9,20,15,100
2007,9,20,16,100
2007,9,20,17,100
2007,9,20,18,100
2007,9,20,19,100
2007,9,20,20,NaN
2007,9,20,21,NaN
2007,9,20,22,110
2007,9,20,23,100
2007,9,21,0,100
2007,9,21,1,100
2007,9,21,2,100
2007,9,21,3,100
2007,9,21,4,100
2007,9,21,5,100
2007,9,21,6,100
2007,9,21,7,100
2007,9,21,8,100
2007,9,21,9,120
2007,9,21,10,100
2007,9,21,11,110
2007,9,21,12,110
2007,9,21,13,105
2007,9,21,14,100
2007,9,21,15,100
2007,9,21,16,100
2007,9,21,17,100
2007,9,21,18,100
2007,9,21,19,100
2007,9,21,20,NaN
2007,9,21,21,NaN
2007,9,21,22,105
2007,9,21,23,105
2007,9,22,0,105
2007,9,22,1,100
2007,9,22,2,100
2007,9,22,3,100
2007,9,22,4,105
2007,9,22,5,100
2007,9,22,6,105
2007,9,22,7,105
2007,9,22,8,105
2007,9,22,9,NaN
2007,9,22,10,105
2007,9,22,11,105
2007,9,22,12,120
2007,9,22,13,105
2007,9,22,14,105
2007,9,22,15,130
2007,9,22,16,NaN
2007,9,22,17,NaN
2007,9,22,18,NaN
2007,9,22,19,105
2007,9,22,20,105
2007,9,22,21,110
2007,9,22,22,100
2007,9,22,23,105
2007,9,23,0,105
2007,9,23,1,130
2007,9,23,2,130
2007,9,23,3,130
2007,9,23,4,110
2007,9,23,5,110
2007,9,23,6,115
2007,9,23,7,110
2007,9,23,8,105
2007,9,23,9,105
2007,9,23,10,110
2007,9,23,11,105
2007,9,23,12,100
2007,9,23,13,NaN
2007,9,23,14,100
2007,9,23,15,100
2007,9,23,16,100
2007,9,23,17,100
2007,9,23,18,100
2007,9,23,19,100
2007,9,23,20,100
2007,9,23,21,100
2007,9,23,22,100
2007,9,23,23,100
2007,9,24,0,100
2007,9,24,1,100
2007,9,24,2,105
2007,9,24,3,105
2007,9,24,4,110
2007,9,24,5,110
2007,9,24,6,105
2007,9,24,7,110
2007,9,24,8,100
2007,9,24,9,105
2007,9,24,10,100
2007,9,24,11,100
2007,9,24,12,110
2007,9,24,13,110
2007,9,24,14,115
2007,9,24,15,110
2007,9,24,16,100
2007,9,24,17,110
2007,9,24,18,110
2007,9,24,19,120
2007,9,24,20,110
2007,9,24,21,105
2007,9,24,22,100
2007,9,24,23,110
2007,9,25,0,100
2007,9,25,1,100
2007,9,25,2,125
2007,9,25,3,125
2007,9,25,4,115
2007,9,25,5,110
2007,9,25,6,100
2007,9,25,7,110
2007,9,25,8,105
2007,9,25,9,100
2007,9,25,10,100
2007,9,25,11,100
2007,9,25,12,100
2007,9,25,13,110
2007,9,25,14,105
2007,9,25,15,100
2007,9,25,16,100
2007,9,25,17,100
2007,9,25,18,100
2007,9,25,19,100
2007,9,25,20,100
2007,9,25,21,100
2007,9,25,22,100
2007,9,25,23,100
2007,9,26,0,100
2007,9,26,1,100
2007,9,26,2,100
2007,9,26,3,100
2007,9,26,4,115
2007,9,26,5,105
2007,9,26,6,105
2007,9,26,7,120
2007,9,26,8,120
2007,9,26,9,125
2007,9,26,10,100
2007,9,26,11,100
2007,9,26,12,120
2007,9,26,13,100
2007,9,26,14,100
2007,9,26,15,100
2007,9,26,16,100
2007,9,26,17,100
2007,9,26,18,100
2007,9,26,19,100
2007,9,26,20,100
2007,9,26,21,100
2007,9,26,22,100
2007,9,26,23,100
2007,9,27,0,100
2007,9,27,1,110
2007,9,27,2,110
2007,9,27,3,105
2007,9,27,4,110
2007,9,27,5,110
2007,9,27,6,100
2007,9,27,7,100
2007,9,27,8,120
2007,9,27,9,110
2007,9,27,10,120
2007,9,27,11,150
2007,9,27,12,100
2007,9,27,13,100
2007,9,27,14,100
2007,9,27,15,100
2007,9,27,16,100
2007,9,27,17,110
2007,9,27,18,100
2007,9,27,19,100
2007,9,27,20,100
2007,9,27,21,100
2007,9,27,22,NaN
2007,9,27,23,NaN
2007,9,28,0,100
2007,9,28,1,100
2007,9,28,2,120
2007,9,28,3,110
2007,9,28,4,110
2007,9,28,5,115
2007,9,28,6,105
2007,9,28,7,105
2007,9,28,8,100
2007,9,28,9,100
2007,9,28,10,105
2007,9,28,11,100
2007,9,28,12,100
2007,9,28,13,100
2007,9,28,14,100
2007,9,28,15,NaN
2007,9,28,16,NaN
2007,9,28,17,NaN
2007,9,28,18,NaN
2007,9,28,19,NaN
2007,9,28,20,NaN
2007,9,28,21,NaN
2007,9,28,22,NaN
2007,9,28,23,NaN
2007,9,29,0,NaN
2007,9,29,1,110
2007,9,29,2,110
2007,9,29,3,100
2007,9,29,4,110
2007,9,29,5,110
2007,9,29,6,110
2007,9,29,7,100
2007,9,29,8,100
2007,9,29,9,100
2007,9,29,10,100
2007,9,29,11,110
2007,9,29,12,100
2007,9,29,13,NaN
2007,9,29,14,120
2007,9,29,15,110
2007,9,29,16,NaN
2007,9,29,17,NaN
2007,9,29,18,NaN
2007,9,29,19,100
2007,9,29,20,100
2007,9,29,21,100
2007,9,29,22,NaN
2007,9,29,23,100
2007,9,30,0,NaN
2007,9,30,1,110
2007,9,30,2,120
2007,9,30,3,110
2007,9,30,4,105
2007,9,30,5,115
2007,9,30,6,120
2007,9,30,7,100
2007,9,30,8,100
2007,9,30,9,155
2007,9,30,10,140
2007,9,30,11,100
2007,9,30,12,120
2007,9,30,13,100
2007,9,30,14,105
2007,9,30,15,NaN
2007,9,30,16,NaN
2007,9,30,17,NaN
2007,9,30,18,NaN
2007,9,30,19,110
2007,9,30,20,NaN
2007,9,30,21,NaN
2007,9,30,22,100
2007,9,30,23,NaN
2007,10,1,0,NaN
2007,10,1,1,NaN
2007,10,1,2,145
2007,10,1,3,135
2007,10,1,4,130
2007,10,1,5,110
2007,10,1,6,125
2007,10,1,7,110
2007,10,1,8,105
2007,10,1,9,105
2007,10,1,10,110
2007,10,1,11,160
2007,10,1,12,100
2007,10,1,13,NaN
2007,10,1,14,NaN
2007,10,1,15,NaN
2007,10,1,16,100
2007,10,1,17,100
2007,10,1,18,100
2007,10,1,19,100
2007,10,1,20,100
2007,10,1,21,100
2007,10,1,22,100
2007,10,1,23,100
2007,10,2,0,NaN
2007,10,2,1,100
2007,10,2,2,115
2007,10,2,3,140
2007,10,2,4,110
2007,10,2,5,110
2007,10,2,6,110
2007,10,2,7,110
2007,10,2,8,125
2007,10,2,9,100
2007,10,2,10,110
2007,10,2,11,125
2007,10,2,12,100
2007,10,2,13,100
2007,10,2,14,100
2007,10,2,15,NaN
2007,10,2,16,NaN
2007,10,2,17,NaN
2007,10,2,18,NaN
2007,10,2,19,NaN
2007,10,2,20,NaN
2007,10,2,21,NaN
2007,10,2,22,NaN
2007,10,2,23,100
2007,10,3,0,100
2007,10,3,1,100
2007,10,3,2,105
2007,10,3,3,100
2007,10,3,4,110
2007,10,3,5,115
2007,10,3,6,115
2007,10,3,7,120
2007,10,3,8,105
2007,10,3,9,120
2007,10,3,10,100
2007,10,3,11,145
2007,10,3,12,100
2007,10,3,13,100
2007,10,3,14,NaN
2007,10,3,15,NaN
2007,10,3,16,NaN
2007,10,3,17,NaN
2007,10,3,18,NaN
2007,10,3,19,NaN
2007,10,3,20,100
2007,10,3,21,100
2007,10,3,22,100
2007,10,3,23,100
2007,10,4,0,100
2007,10,4,1,100
2007,10,4,2,125
2007,10,4,3,140
2007,10,4,4,110
2007,10,4,5,105
2007,10,4,6,110
2007,10,4,7,105
2007,10,4,8,105
2007,10,4,9,100
2007,10,4,10,150
2007,10,4,11,130
2007,10,4,12,NaN
2007,10,4,13,NaN
2007,10,4,14,105
2007,10,4,15,105
2007,10,4,16,NaN
2007,10,4,17,100
2007,10,4,18,NaN
2007,10,4,19,100
2007,10,4,20,100
2007,10,4,21,100
2007,10,4,22,NaN
2007,10,4,23,NaN
2007,10,5,0,NaN
2007,10,5,1,100
2007,10,5,2,145
2007,10,5,3,115
2007,10,5,4,120
2007,10,5,5,110
2007,10,5,6,105
2007,10,5,7,105
2007,10,5,8,120
2007,10,5,9,125
2007,10,5,10,145
2007,10,5,11,145
2007,10,5,12,NaN
2007,10,5,13,NaN
2007,10,5,14,105
2007,10,5,15,100
2007,10,5,16,NaN
2007,10,5,17,NaN
2007,10,5,18,NaN
2007,10,5,19,NaN
2007,10,5,20,NaN
2007,10,5,21,NaN
2007,10,5,22,NaN
2007,10,5,23,NaN
2007,10,6,0,NaN
2007,10,6,1,100
2007,10,6,2,110
2007,10,6,3,125
2007,10,6,4,110
2007,10,6,5,105
2007,10,6,6,100
2007,10,6,7,100
2007,10,6,8,160
2007,10,6,9,100
2007,10,6,10,100
2007,10,6,11,165
2007,10,6,12,100
2007,10,6,13,100
2007,10,6,14,100
2007,10,6,15,100
2007,10,6,16,100
2007,10,6,17,100
2007,10,6,18,100
2007,10,6,19,NaN
2007,10,6,20,100
2007,10,6,21,100
2007,10,6,22,NaN
2007,10,6,23,NaN
2007,10,7,0,NaN
2007,10,7,1,100
2007,10,7,2,135
2007,10,7,3,115
2007,10,7,4,110
2007,10,7,5,100
2007,10,7,6,100
2007,10,7,7,100
2007,10,7,8,100
2007,10,7,9,100
2007,10,7,10,100
2007,10,7,11,100
2007,10,7,12,100
2007,10,7,13,100
2007,10,7,14,100
2007,10,7,15,NaN
2007,10,7,16,NaN
2007,10,7,17,NaN
2007,10,7,18,NaN
2007,10,7,19,NaN
2007,10,7,20,NaN
2007,10,7,21,NaN
2007,10,7,22,NaN
2007,10,7,23,NaN
2007,10,8,0,NaN
2007,10,8,1,120
2007,10,8,2,130
2007,10,8,3,110
2007,10,8,4,105
2007,10,8,5,100
2007,10,8,6,105
2007,10,8,7,100
2007,10,8,8,135
2007,10,8,9,100
2007,10,8,10,105
2007,10,8,11,100
2007,10,8,12,100
2007,10,8,13,100
2007,10,8,14,100
2007,10,8,15,NaN
2007,10,8,16,NaN
2007,10,8,17,NaN
2007,10,8,18,NaN
2007,10,8,19,NaN
2007,10,8,20,NaN
2007,10,8,21,NaN
2007,10,8,22,100
2007,10,8,23,NaN
2007,10,9,0,NaN
2007,10,9,1,100
2007,10,9,2,145
2007,10,9,3,120
2007,10,9,4,115
2007,10,9,5,105
2007,10,9,6,105
2007,10,9,7,100
2007,10,9,8,100
2007,10,9,9,120
2007,10,9,10,125
2007,10,9,11,100
2007,10,9,12,100
2007,10,9,13,100
2007,10,9,14,100
2007,10,9,15,NaN
2007,10,9,16,NaN
2007,10,9,17,NaN
2007,10,9,18,100
2007,10,9,19,NaN
2007,10,9,20,NaN
2007,10,9,21,NaN
2007,10,9,22,NaN
2007,10,9,23,NaN
2007,10,10,0,NaN
2007,10,10,1,NaN
2007,10,10,2,130
2007,10,10,3,150
2007,10,10,4,130
2007,10,10,5,115
2007,10,10,6,105
2007,10,10,7,100
2007,10,10,8,105
2007,10,10,9,105
2007,10,10,10,115
2007,10,10,11,100
2007,10,10,12,100
2007,10,10,13,100
2007,10,10,14,100
2007,10,10,15,100
2007,10,10,16,100
2007,10,10,17,100
2007,10,10,18,NaN
2007,10,10,19,100
2007,10,10,20,100
2007,10,10,21,100
2007,10,10,22,100
2007,10,10,23,100
2007,10,11,0,NaN
2007,10,11,1,125
2007,10,11,2,120
2007,10,11,3,115
2007,10,11,4,125
2007,10,11,5,110
2007,10,11,6,110
2007,10,11,7,100
2007,10,11,8,100
2007,10,11,9,100
2007,10,11,10,100
2007,10,11,11,100
2007,10,11,12,100
2007,10,11,13,100
2007,10,11,14,NaN
2007,10,11,15,NaN
2007,10,11,16,NaN
2007,10,11,17,NaN
2007,10,11,18,NaN
2007,10,11,19,NaN
2007,10,11,20,NaN
2007,10,11,21,NaN
2007,10,11,22,NaN
2007,10,11,23,NaN
2007,10,12,0,100
2007,10,12,1,140
2007,10,12,2,145
2007,10,12,3,130
2007,10,12,4,110
2007,10,12,5,110
2007,10,12,6,100
2007,10,12,7,100
2007,10,12,8,100
2007,10,12,9,115
2007,10,12,10,100
2007,10,12,11,100
2007,10,12,12,100
2007,10,12,13,120
2007,10,12,14,100
2007,10,12,15,100
2007,10,12,16,NaN
2007,10,12,17,NaN
2007,10,12,18,NaN
2007,10,12,19,NaN
2007,10,12,20,NaN
2007,10,12,21,NaN
2007,10,12,22,NaN
2007,10,12,23,NaN
2007,10,13,0,NaN
2007,10,13,1,NaN
2007,10,13,2,130
2007,10,13,3,120
2007,10,13,4,110
2007,10,13,5,110
2007,10,13,6,105
2007,10,13,7,105
2007,10,13,8,105
2007,10,13,9,100
2007,10,13,10,105
2007,10,13,11,105
2007,10,13,12,100
2007,10,13,13,100
2007,10,13,14,100
2007,10,13,15,100
2007,10,13,16,100
2007,10,13,17,NaN
2007,10,13,18,NaN
2007,10,13,19,NaN
2007,10,13,20,NaN
2007,10,13,21,NaN
2007,10,13,22,NaN
2007,10,13,23,100
2007,10,14,0,100
2007,10,14,1,NaN
2007,10,14,2,125
2007,10,14,3,130
2007,10,14,4,120
2007,10,14,5,110
2007,10,14,6,110
2007,10,14,7,100
2007,10,14,8,120
2007,10,14,9,NaN
2007,10,14,10,100
2007,10,14,11,100
2007,10,14,12,100
2007,10,14,13,100
2007,10,14,14,NaN
2007,10,14,15,100
2007,10,14,16,NaN
2007,10,14,17,NaN
2007,10,14,18,100
2007,10,14,19,NaN
2007,10,14,20,NaN
2007,10,14,21,NaN
2007,10,14,22,NaN
2007,10,14,23,NaN
2007,10,15,0,NaN
2007,10,15,1,NaN
2007,10,15,2,135
2007,10,15,3,115
2007,10,15,4,110
2007,10,15,5,100
2007,10,15,6,100
2007,10,15,7,100
2007,10,15,8,100
2007,10,15,9,105
2007,10,15,10,105
2007,10,15,11,140
2007,10,15,12,NaN
2007,10,15,13,NaN
2007,10,15,14,NaN
2007,10,15,15,105
2007,10,15,16,100
2007,10,15,17,NaN
2007,10,15,18,NaN
2007,10,15,19,NaN
2007,10,15,20,NaN
2007,10,15,21,NaN
2007,10,15,22,NaN
2007,10,15,23,NaN
2007,10,16,0,NaN
2007,10,16,1,100
2007,10,16,2,135
2007,10,16,3,140
2007,10,16,4,115
2007,10,16,5,135
2007,10,16,6,125
2007,10,16,7,100
2007,10,16,8,100
2007,10,16,9,100
2007,10,16,10,100
2007,10,16,11,100
2007,10,16,12,100
2007,10,16,13,100
2007,10,16,14,100
2007,10,16,15,100
2007,10,16,16,100
2007,10,16,17,100
2007,10,16,18,100
2007,10,16,19,NaN
2007,10,16,20,NaN
2007,10,16,21,NaN
2007,10,16,22,100
2007,10,16,23,100
2007,10,17,0,100
2007,10,17,1,100
2007,10,17,2,150
2007,10,17,3,155
2007,10,17,4,120
2007,10,17,5,110
2007,10,17,6,110
2007,10,17,7,110
2007,10,17,8,145
2007,10,17,9,125
2007,10,17,10,165
2007,10,17,11,145
2007,10,17,12,100
2007,10,17,13,100
2007,10,17,14,NaN
2007,10,17,15,NaN
2007,10,17,16,NaN
2007,10,17,17,NaN
2007,10,17,18,NaN
2007,10,17,19,NaN
2007,10,17,20,NaN
2007,10,17,21,105
2007,10,17,22,NaN
2007,10,17,23,100
2007,10,18,0,100
2007,10,18,1,100
2007,10,18,2,165
2007,10,18,3,145
2007,10,18,4,140
2007,10,18,5,110
2007,10,18,6,115
2007,10,18,7,110
2007,10,18,8,105
2007,10,18,9,160
2007,10,18,10,135
2007,10,18,11,100
2007,10,18,12,100
2007,10,18,13,100
2007,10,18,14,100
2007,10,18,15,100
2007,10,18,16,100
2007,10,18,17,100
2007,10,18,18,100
2007,10,18,19,100
2007,10,18,20,100
2007,10,18,21,100
2007,10,18,22,100
2007,10,18,23,105
2007,10,19,0,100
2007,10,19,1,100
2007,10,19,2,125
2007,10,19,3,105
2007,10,19,4,100
2007,10,19,5,100
2007,10,19,6,100
2007,10,19,7,100
2007,10,19,8,100
2007,10,19,9,100
2007,10,19,10,100
2007,10,19,11,100
2007,10,19,12,100
2007,10,19,13,NaN
2007,10,19,14,100
2007,10,19,15,NaN
2007,10,19,16,NaN
2007,10,19,17,105
2007,10,19,18,100
2007,10,19,19,100
2007,10,19,20,100
2007,10,19,21,100
2007,10,19,22,100
2007,10,19,23,100
2007,10,20,0,100
2007,10,20,1,100
2007,10,20,2,110
2007,10,20,3,110
2007,10,20,4,105
2007,10,20,5,110
2007,10,20,6,115
2007,10,20,7,100
2007,10,20,8,100
2007,10,20,9,110
2007,10,20,10,110
2007,10,20,11,100
2007,10,20,12,100
2007,10,20,13,NaN
2007,10,20,14,NaN
2007,10,20,15,NaN
2007,10,20,16,NaN
2007,10,20,17,100
2007,10,20,18,100
2007,10,20,19,100
2007,10,20,20,100
2007,10,20,21,100
2007,10,20,22,100
2007,10,20,23,100
2007,10,21,0,100
2007,10,21,1,NaN
2007,10,21,2,115
2007,10,21,3,110
2007,10,21,4,100
2007,10,21,5,100
2007,10,21,6,100
2007,10,21,7,115
2007,10,21,8,110
2007,10,21,9,100
2007,10,21,10,100
2007,10,21,11,100
2007,10,21,12,100
2007,10,21,13,100
2007,10,21,14,NaN
2007,10,21,15,NaN
2007,10,21,16,NaN
2007,10,21,17,NaN
2007,10,21,18,NaN
2007,10,21,19,NaN
2007,10,21,20,NaN
2007,10,21,21,NaN
2007,10,21,22,NaN
2007,10,21,23,NaN
2007,10,22,0,100
2007,10,22,1,100
2007,10,22,2,125
2007,10,22,3,110
2007,10,22,4,105
2007,10,22,5,105
2007,10,22,6,105
2007,10,22,7,100
2007,10,22,8,100
2007,10,22,9,100
2007,10,22,10,100
2007,10,22,11,100
2007,10,22,12,100
2007,10,22,13,100
2007,10,22,14,100
2007,10,22,15,NaN
2007,10,22,16,NaN
2007,10,22,17,100
2007,10,22,18,100
2007,10,22,19,100
2007,10,22,20,100
2007,10,22,21,100
2007,10,22,22,100
2007,10,22,23,100
2007,10,23,0,100
2007,10,23,1,110
2007,10,23,2,110
2007,10,23,3,105
2007,10,23,4,100
2007,10,23,5,100
2007,10,23,6,100
2007,10,23,7,100
2007,10,23,8,115
2007,10,23,9,110
2007,10,23,10,100
2007,10,23,11,100
2007,10,23,12,100
2007,10,23,13,100
2007,10,23,14,100
2007,10,23,15,100
2007,10,23,16,NaN
2007,10,23,17,NaN
2007,10,23,18,100
2007,10,23,19,100
2007,10,23,20,100
2007,10,23,21,100
2007,10,23,22,100
2007,10,23,23,100
2007,10,24,0,100
2007,10,24,1,100
2007,10,24,2,115
2007,10,24,3,115
2007,10,24,4,120
2007,10,24,5,100
2007,10,24,6,105
2007,10,24,7,110
2007,10,24,8,105
2007,10,24,9,150
2007,10,24,10,140
2007,10,24,11,100
2007,10,24,12,100
2007,10,24,13,100
2007,10,24,14,NaN
2007,10,24,15,NaN
2007,10,24,16,NaN
2007,10,24,17,NaN
2007,10,24,18,NaN
2007,10,24,19,NaN
2007,10,24,20,NaN
2007,10,24,21,100
2007,10,24,22,100
2007,10,24,23,NaN
2007,10,25,0,NaN
2007,10,25,1,100
2007,10,25,2,140
2007,10,25,3,135
2007,10,25,4,110
2007,10,25,5,110
2007,10,25,6,100
2007,10,25,7,100
2007,10,25,8,100
2007,10,25,9,120
2007,10,25,10,140
2007,10,25,11,100
2007,10,25,12,100
2007,10,25,13,100
2007,10,25,14,NaN
2007,10,25,15,NaN
2007,10,25,16,NaN
2007,10,25,17,NaN
2007,10,25,18,NaN
2007,10,25,19,100
2007,10,25,20,NaN
2007,10,25,21,110
2007,10,25,22,100
2007,10,25,23,100
2007,10,26,0,100
2007,10,26,1,105
2007,10,26,2,NaN
2007,10,26,3,110
2007,10,26,4,105
2007,10,26,5,105
2007,10,26,6,105
2007,10,26,7,100
2007,10,26,8,100
2007,10,26,9,170
2007,10,26,10,140
2007,10,26,11,100
2007,10,26,12,100
2007,10,26,13,100
2007,10,26,14,100
2007,10,26,15,NaN
2007,10,26,16,NaN
2007,10,26,17,100
2007,10,26,18,100
2007,10,26,19,100
2007,10,26,20,NaN
2007,10,26,21,NaN
2007,10,26,22,NaN
2007,10,26,23,NaN
2007,10,27,0,NaN
2007,10,27,1,NaN
2007,10,27,2,110
2007,10,27,3,105
2007,10,27,4,100
2007,10,27,5,100
2007,10,27,6,100
2007,10,27,7,100
2007,10,27,8,120
2007,10,27,9,120
2007,10,27,10,140
2007,10,27,11,100
2007,10,27,12,NaN
2007,10,27,13,110
2007,10,27,14,105
2007,10,27,15,100
2007,10,27,16,100
2007,10,27,17,100
2007,10,27,18,100
2007,10,27,19,100
2007,10,27,20,100
2007,10,27,21,100
2007,10,27,22,NaN
2007,10,27,23,NaN
2007,10,28,0,NaN
2007,10,28,1,100
2007,10,28,2,115
2007,10,28,3,110
2007,10,28,4,110
2007,10,28,5,100
2007,10,28,6,100
2007,10,28,7,100
2007,10,28,8,115
2007,10,28,9,120
2007,10,28,10,100
2007,10,28,11,100
2007,10,28,12,100
2007,10,28,13,100
2007,10,28,14,100
2007,10,28,15,105
2007,10,28,16,105
2007,10,28,17,100
2007,10,28,18,NaN
2007,10,28,19,100
2007,10,28,20,100
2007,10,28,21,100
2007,10,28,22,100
2007,10,28,23,100
2007,10,29,0,100
2007,10,29,1,100
2007,10,29,2,110
2007,10,29,3,110
